"userid","kanji","characterdataid","time","tries","helps","audio","iteration","session","strokes","experience","sessioniteration","ntries","nhelps"
"350189E0-1D41-4A93-9B6B-61F36673B4D9","下",1696,"2014-07-17 11:09:08","1","0",TRUE,7,0,3,1,7,"3","0"
"350189E0-1D41-4A93-9B6B-61F36673B4D9","天",1697,"2014-07-17 11:09:12","1","0",FALSE,3,0,4,1,3,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",832,"2014-07-15 08:23:09","1.2","0",FALSE,2,0,5,1,2,"6.0","0"
"397D5732-4A91-4142-A23E-0903340A9243","天",838,"2014-07-15 08:24:47","1","0",TRUE,2,0,4,1,2,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","土",840,"2014-07-15 08:25:06","1","0.3333333333",TRUE,2,0,3,1,2,"3","0.9999999999"
"397D5732-4A91-4142-A23E-0903340A9243","甲",841,"2014-07-15 08:25:20","1.2","0",FALSE,3,0,5,1,3,"6.0","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",842,"2014-07-15 08:25:28","1","0",FALSE,2,0,4,1,2,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","天",843,"2014-07-15 08:25:38","1","0",TRUE,3,0,4,1,3,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",844,"2014-07-15 08:25:51","1","0.25",FALSE,3,0,4,1,3,"4","1.00"
"397D5732-4A91-4142-A23E-0903340A9243","囗",845,"2014-07-15 08:25:59","1","0",FALSE,2,0,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","土",846,"2014-07-15 08:26:09","1","0",TRUE,3,0,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","上",847,"2014-07-15 08:26:17","1","0",TRUE,2,0,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",848,"2014-07-15 08:26:24","1","0",FALSE,3,0,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","大",849,"2014-07-15 08:26:33","1","0",FALSE,2,0,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","上",850,"2014-07-15 08:26:40","1","0",TRUE,3,0,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","木",851,"2014-07-15 08:26:50","1.25","0",TRUE,2,0,4,1,2,"5.00","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",852,"2014-07-15 08:26:58","1","0.3333333333",FALSE,2,0,3,1,2,"3","0.9999999999"
"397D5732-4A91-4142-A23E-0903340A9243","甲",853,"2014-07-15 08:27:08","1","0",FALSE,4,0,5,1,4,"5","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",854,"2014-07-15 08:27:16","1","0",FALSE,4,0,4,1,4,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","木",855,"2014-07-15 08:27:24","1","0",TRUE,3,0,4,1,3,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","雨",856,"2014-07-15 08:27:39","1.125","0",FALSE,2,0,8,1,2,"9.000","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",857,"2014-07-15 08:27:46","1","0",FALSE,3,0,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","大",858,"2014-07-15 08:27:54","1","0",FALSE,3,0,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","土",859,"2014-07-15 08:28:00","1","0",TRUE,4,0,3,1,4,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",860,"2014-07-15 08:28:06","1","0",FALSE,4,0,3,1,4,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","雨",861,"2014-07-15 08:28:16","1","0",FALSE,3,0,8,1,3,"8","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",1500,"2014-07-16 18:16:22","1.2","0.2",FALSE,5,1,5,1,1,"6.0","1.0"
"397D5732-4A91-4142-A23E-0903340A9243","木",1501,"2014-07-16 18:16:33","1","0",TRUE,4,1,4,1,1,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","天",1502,"2014-07-16 18:16:42","1","0",TRUE,4,1,4,1,1,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","大",1503,"2014-07-16 18:16:50","1","0",FALSE,4,1,3,1,1,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","上",1504,"2014-07-16 18:17:00","1.333333333","0",TRUE,4,1,3,1,1,"3.999999999","0"
"397D5732-4A91-4142-A23E-0903340A9243","雨",1505,"2014-07-16 18:17:15","1","0",FALSE,4,1,8,1,1,"8","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",1506,"2014-07-16 18:17:24","1","0",FALSE,5,1,4,1,1,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",1507,"2014-07-16 18:17:40","1","0",FALSE,4,1,3,1,1,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","土",1508,"2014-07-16 18:17:47","1","0",TRUE,5,1,3,1,1,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","天",1509,"2014-07-16 18:17:57","1","0",TRUE,5,1,4,1,2,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",1510,"2014-07-16 18:19:38","1.2","0",FALSE,6,1,5,1,2,"6.0","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",1511,"2014-07-16 18:19:57","1","0",FALSE,5,1,3,1,1,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","大",1512,"2014-07-16 18:20:05","1","0",FALSE,5,1,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","上",1513,"2014-07-16 18:20:16","1","0",TRUE,5,1,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",1514,"2014-07-16 18:20:23","1","0",FALSE,6,1,4,1,2,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","土",1515,"2014-07-16 18:20:31","1","0",TRUE,6,1,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",1516,"2014-07-16 18:20:39","1","0",FALSE,5,1,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","雨",1517,"2014-07-16 18:20:50","1","0",FALSE,5,1,8,1,2,"8","0"
"397D5732-4A91-4142-A23E-0903340A9243","木",1518,"2014-07-16 18:20:58","1","0",TRUE,5,1,4,1,2,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","天",1519,"2014-07-16 18:21:18","1","0",TRUE,6,1,4,1,3,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",1520,"2014-07-16 18:21:27","1","0",FALSE,6,1,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","大",1521,"2014-07-16 18:21:36","1","0",FALSE,6,1,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",1522,"2014-07-16 18:21:44","1","0",FALSE,7,1,5,1,3,"5","0"
"397D5732-4A91-4142-A23E-0903340A9243","上",1523,"2014-07-16 18:21:53","1","0",TRUE,6,1,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",1524,"2014-07-16 18:22:03","1","0",FALSE,7,1,4,1,3,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","雨",1525,"2014-07-16 18:22:14","1","0",FALSE,6,1,8,1,3,"8","0"
"397D5732-4A91-4142-A23E-0903340A9243","天",1526,"2014-07-16 18:22:22","1","0",TRUE,7,1,4,1,4,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",1527,"2014-07-16 18:22:30","1","0",FALSE,6,1,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",1528,"2014-07-16 18:22:36","1","0",FALSE,7,1,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","木",1529,"2014-07-16 18:22:43","1","0",TRUE,6,1,4,1,3,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",1530,"2014-07-16 18:23:01","1.2","0",FALSE,8,1,5,1,4,"6.0","0"
"397D5732-4A91-4142-A23E-0903340A9243","大",1531,"2014-07-16 18:23:08","1","0",FALSE,7,1,3,1,4,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",1532,"2014-07-16 18:23:19","1","0",FALSE,8,1,4,1,4,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","土",1534,"2014-07-16 18:23:29","1","0",TRUE,7,1,3,1,4,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","土",1533,"2014-07-16 18:23:29","1","0",TRUE,7,1,3,1,4,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","木",1698,"2014-07-17 11:17:22","1","0",TRUE,7,2,4,1,1,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",1699,"2014-07-17 11:17:30","1.333333333","0",FALSE,7,2,3,1,1,"3.999999999","0"
"397D5732-4A91-4142-A23E-0903340A9243","上",1700,"2014-07-17 11:17:37","1","0",TRUE,7,2,3,1,1,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","天",1701,"2014-07-17 11:17:46","1.25","0",TRUE,8,2,4,1,1,"5.00","0"
"397D5732-4A91-4142-A23E-0903340A9243","雨",1702,"2014-07-17 11:17:58","1.125","0",FALSE,7,2,8,1,1,"9.000","0"
"397D5732-4A91-4142-A23E-0903340A9243","大",1703,"2014-07-17 11:18:08","1.333333333","0.3333333333",FALSE,8,2,3,1,1,"3.999999999","0.9999999999"
"397D5732-4A91-4142-A23E-0903340A9243","土",1704,"2014-07-17 11:18:14","1","0",TRUE,8,2,3,1,1,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",1705,"2014-07-17 11:18:24","1","0",FALSE,9,2,5,1,1,"5","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",1706,"2014-07-17 11:18:37","1","0",FALSE,8,2,3,1,1,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","上",1707,"2014-07-17 11:18:42","1","0",TRUE,8,2,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",1708,"2014-07-17 11:18:51","1.333333333","0",FALSE,8,2,3,1,2,"3.999999999","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",1709,"2014-07-17 11:18:57","1","0",FALSE,9,2,4,1,1,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","土",1710,"2014-07-17 11:19:02","1","0",TRUE,9,2,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","雨",1711,"2014-07-17 11:19:13","1.125","0",FALSE,8,2,8,1,2,"9.000","0"
"397D5732-4A91-4142-A23E-0903340A9243","木",1712,"2014-07-17 11:19:17","1","0",TRUE,8,2,4,1,2,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",1713,"2014-07-17 11:19:26","2","0",FALSE,9,2,3,1,2,"6","0"
"397D5732-4A91-4142-A23E-0903340A9243","大",1714,"2014-07-17 11:19:33","1","0",FALSE,9,2,3,1,2,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",1715,"2014-07-17 11:19:43","1.4","0",FALSE,10,2,5,1,2,"7.0","0"
"397D5732-4A91-4142-A23E-0903340A9243","天",1716,"2014-07-17 11:19:49","1","0",TRUE,9,2,4,1,2,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","上",1717,"2014-07-17 11:19:56","1.333333333","0",TRUE,9,2,3,1,3,"3.999999999","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",1718,"2014-07-17 11:20:01","1","0",FALSE,10,2,4,1,2,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","雨",1719,"2014-07-17 11:20:09","1","0",FALSE,9,2,8,1,3,"8","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",1720,"2014-07-17 11:20:18","1.333333333","0.6666666667",FALSE,9,2,3,1,3,"3.999999999","2.0000000001"
"397D5732-4A91-4142-A23E-0903340A9243","木",1721,"2014-07-17 11:20:24","1","0",TRUE,9,2,4,1,3,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",1722,"2014-07-17 11:20:34","1","0",FALSE,11,2,5,1,3,"5","0"
"397D5732-4A91-4142-A23E-0903340A9243","上",1723,"2014-07-17 11:20:47","1","0",TRUE,10,2,3,1,4,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","天",1724,"2014-07-17 11:20:59","1","0",TRUE,10,2,4,1,3,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",1725,"2014-07-17 11:21:05","1","0",FALSE,10,2,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",1726,"2014-07-17 11:21:12","1","0",FALSE,12,2,5,1,4,"5","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",1727,"2014-07-17 11:21:17","1","0",FALSE,10,2,3,1,4,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","大",1728,"2014-07-17 11:21:23","1","0",FALSE,10,2,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",1729,"2014-07-17 11:21:28","1","0",FALSE,11,2,3,1,4,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","甲",1730,"2014-07-17 11:21:35","1.2","0",FALSE,13,2,5,1,5,"6.0","0"
"397D5732-4A91-4142-A23E-0903340A9243","下",1731,"2014-07-17 11:21:40","1","0",FALSE,11,2,3,1,5,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","囗",1732,"2014-07-17 11:21:45","1","0",FALSE,12,2,3,1,5,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","土",1733,"2014-07-17 11:21:49","1","0",TRUE,10,2,3,1,3,"3","0"
"397D5732-4A91-4142-A23E-0903340A9243","木",1734,"2014-07-17 11:21:54","1","0",TRUE,10,2,4,1,4,"4","0"
"397D5732-4A91-4142-A23E-0903340A9243","雨",1735,"2014-07-17 11:22:03","1","0",FALSE,10,2,8,1,4,"8","0"
"397D5732-4A91-4142-A23E-0903340A9243","日",1736,"2014-07-17 11:22:07","1","0",FALSE,11,2,4,1,3,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",130,"2014-07-14 00:25:43","1","0",TRUE,2,0,4,0,2,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",131,"2014-07-14 00:25:59","2","0",TRUE,2,0,5,0,2,"10","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",132,"2014-07-14 00:26:15","1","0",TRUE,3,0,4,0,3,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",133,"2014-07-14 00:26:33","2.2","0",TRUE,3,0,5,0,3,"11.0","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",134,"2014-07-14 00:26:43","1.5","0",TRUE,4,0,4,0,4,"6.0","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",135,"2014-07-14 00:26:54","1.2","0",TRUE,4,0,5,0,4,"6.0","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",136,"2014-07-14 00:27:03","1","0",TRUE,5,0,4,0,5,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",137,"2014-07-14 00:27:13","1","0",TRUE,5,0,5,0,5,"5","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",138,"2014-07-14 00:27:21","1","0",TRUE,6,0,4,0,6,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",139,"2014-07-14 00:27:32","1","0",TRUE,6,0,5,0,6,"5","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",140,"2014-07-14 00:28:30","7.333333333","0.3333333333",FALSE,2,0,3,0,2,"21.999999999","0.9999999999"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",141,"2014-07-14 00:28:40","1","0",TRUE,7,0,4,0,7,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",142,"2014-07-14 00:28:50","1.333333333","0",FALSE,3,0,3,0,3,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",143,"2014-07-14 00:29:17","1","0",TRUE,7,0,5,0,7,"5","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",144,"2014-07-14 00:29:28","1","0",FALSE,4,0,3,0,4,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","日",145,"2014-07-14 00:29:40","1","0",TRUE,2,0,4,0,2,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",146,"2014-07-14 00:30:11","1","0",FALSE,5,0,3,0,5,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","日",147,"2014-07-14 00:30:39","1","0",TRUE,3,0,4,0,3,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",148,"2014-07-14 00:30:49","1.333333333","0",TRUE,2,0,3,0,2,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",149,"2014-07-14 00:31:15","3.666666667","0.3333333333",FALSE,2,0,3,0,2,"11.000000001","0.9999999999"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",150,"2014-07-14 00:31:24","1","0",TRUE,3,0,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",151,"2014-07-14 00:31:33","1.333333333","0",FALSE,3,0,3,0,3,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",152,"2014-07-14 00:31:43","1.666666667","0",FALSE,6,0,3,0,6,"5.000000001","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",153,"2014-07-14 00:32:10","1","0.3333333333",FALSE,4,0,3,0,4,"3","0.9999999999"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",154,"2014-07-14 00:32:19","1","0",FALSE,7,0,3,0,7,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",155,"2014-07-14 00:32:27","1.333333333","0",FALSE,5,0,3,0,5,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",156,"2014-07-14 00:32:44","1","0",FALSE,8,0,3,0,8,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",157,"2014-07-14 00:32:50","1.666666667","0",FALSE,6,0,3,0,6,"5.000000001","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",158,"2014-07-14 00:33:02","2","0",FALSE,9,0,3,0,9,"6","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",159,"2014-07-14 00:33:10","2","0",FALSE,7,0,3,0,7,"6","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",160,"2014-07-14 00:33:16","1","0",FALSE,10,0,3,0,10,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",161,"2014-07-14 00:33:23","1.333333333","0",FALSE,8,0,3,0,8,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",162,"2014-07-14 00:33:27","1","0",FALSE,11,0,3,0,11,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",163,"2014-07-14 00:33:43","1","0",FALSE,9,0,3,0,9,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",164,"2014-07-14 00:34:04","2","0",FALSE,12,0,3,0,12,"6","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",165,"2014-07-14 00:34:12","1","0",FALSE,10,0,3,0,10,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","大",166,"2014-07-14 00:34:33","1.333333333","0",FALSE,2,0,3,0,2,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",167,"2014-07-14 00:34:45","1","1",FALSE,2,0,4,0,2,"4","4"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","大",168,"2014-07-14 00:34:56","1","0",FALSE,3,0,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",169,"2014-07-14 00:35:10","1","0",FALSE,3,0,4,0,3,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",170,"2014-07-14 00:35:16","1","0",FALSE,13,0,3,0,13,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",171,"2014-07-14 00:35:21","1","0",FALSE,4,0,4,0,4,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",172,"2014-07-14 00:35:25","1","0",FALSE,14,0,3,0,14,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",173,"2014-07-14 00:35:31","1","0",FALSE,5,0,4,0,5,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","下",174,"2014-07-14 00:35:40","1.333333333","0",TRUE,2,0,3,0,2,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","雨",175,"2014-07-14 00:36:08","1.75","0.25",FALSE,2,0,8,0,2,"14.00","2.00"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","下",176,"2014-07-14 00:36:16","1.666666667","0",TRUE,3,0,3,0,3,"5.000000001","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","雨",177,"2014-07-14 00:36:32","1.75","0.125",FALSE,3,0,8,0,3,"14.00","1.000"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","下",217,"2014-07-14 11:12:14","1.333333333","0",TRUE,4,1,3,0,1,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","雨",223,"2014-07-14 11:12:31","1.5","0.125",FALSE,4,1,8,0,1,"12.0","1.000"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","下",227,"2014-07-14 11:12:39","1.333333333","0",TRUE,5,1,3,0,2,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","雨",233,"2014-07-14 11:12:52","1","0",FALSE,5,1,8,0,2,"8","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","下",236,"2014-07-14 11:12:59","1","0",TRUE,6,1,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","雨",242,"2014-07-14 11:13:11","1.125","0",FALSE,6,1,8,0,3,"9.000","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","下",244,"2014-07-14 11:13:18","1","0",TRUE,7,1,3,0,4,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",245,"2014-07-14 11:13:25","1","0",TRUE,8,1,4,0,1,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",246,"2014-07-14 11:13:34","1","0",TRUE,8,1,5,0,1,"5","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","日",247,"2014-07-14 11:13:42","1","0",TRUE,4,1,4,0,1,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",248,"2014-07-14 11:13:47","1","0",TRUE,4,1,3,0,1,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","大",249,"2014-07-14 11:13:54","1","0",FALSE,4,1,3,0,1,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",250,"2014-07-14 11:14:02","1.333333333","0",FALSE,11,1,3,0,1,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",251,"2014-07-14 11:14:11","1","0",FALSE,15,1,3,0,1,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",252,"2014-07-14 11:14:19","1.25","0",FALSE,6,1,4,0,1,"5.00","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",253,"2014-07-14 11:14:24","1","0",TRUE,9,1,4,0,2,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",254,"2014-07-14 11:14:35","1.6","0",TRUE,9,1,5,0,2,"8.0","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","日",255,"2014-07-14 11:14:41","1","0",TRUE,5,1,4,0,2,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",256,"2014-07-14 11:14:50","2","0",TRUE,5,1,3,0,2,"6","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",257,"2014-07-14 11:14:59","1.4","0",TRUE,10,1,5,0,3,"7.0","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",258,"2014-07-14 11:15:07","1.333333333","0",TRUE,6,1,3,0,3,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",259,"2014-07-14 11:15:14","1","0",TRUE,11,1,5,0,4,"5","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",260,"2014-07-14 11:15:53","1","0",TRUE,7,1,3,0,4,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",261,"2014-07-14 11:16:00","1","0",TRUE,12,1,5,0,5,"5","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",262,"2014-07-14 11:16:05","1","0",TRUE,8,1,3,0,5,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",263,"2014-07-14 11:16:11","1","0",FALSE,12,1,3,0,2,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","大",264,"2014-07-14 11:16:17","1.333333333","0",FALSE,5,1,3,0,2,"3.999999999","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",265,"2014-07-14 11:16:22","1","0",FALSE,16,1,3,0,2,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",266,"2014-07-14 11:16:28","1","0",FALSE,7,1,4,0,2,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",267,"2014-07-14 11:16:34","1","0",TRUE,10,1,4,0,3,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","日",268,"2014-07-14 11:16:41","1","0",TRUE,6,1,4,0,3,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",269,"2014-07-14 11:16:47","1","0",FALSE,13,1,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","大",270,"2014-07-14 11:16:54","1","0",FALSE,6,1,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",271,"2014-07-14 11:17:00","1","0",FALSE,17,1,3,0,3,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","天",272,"2014-07-14 11:17:06","1.25","0",FALSE,8,1,4,0,3,"5.00","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","雨",567,"2014-07-14 22:00:10","1.125","0",FALSE,7,2,8,0,1,"9.000","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","下",568,"2014-07-14 22:00:19","1","0",TRUE,8,2,3,0,1,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","木",569,"2014-07-14 22:00:27","1","0",TRUE,11,2,4,0,1,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","日",570,"2014-07-14 22:00:33","1","0",TRUE,7,2,4,0,1,"4","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","甲",571,"2014-07-14 22:00:50","1","0",TRUE,13,2,5,0,1,"5","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","上",572,"2014-07-14 22:01:03","1.666666667","0",FALSE,14,2,3,0,1,"5.000000001","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","大",573,"2014-07-14 22:01:11","1","0",FALSE,7,2,3,0,1,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","囗",574,"2014-07-14 22:01:16","1","0",TRUE,9,2,3,0,1,"3","0"
"4F31B368-A552-4ABD-B358-9ADA6FAC62B4","土",575,"2014-07-14 22:01:25","1","0",FALSE,18,2,3,0,1,"3","0"
